,day,timestamp,buyer,seller,symbol,currency,price,quantity
112,-2,24200,,,STARFRUIT,SEASHELLS,4996.0,5
114,-2,24500,,,STARFRUIT,SEASHELLS,5002.0,1
117,-2,24700,,,STARFRUIT,SEASHELLS,5001.0,6
118,-2,25100,,,STARFRUIT,SEASHELLS,5001.0,1
120,-2,25400,,,STARFRUIT,SEASHELLS,4995.0,7
121,-2,25600,,,STARFRUIT,SEASHELLS,4999.0,2
125,-2,26300,,,STARFRUIT,SEASHELLS,4994.0,1
126,-2,26400,,,STARFRUIT,SEASHELLS,4994.0,1
128,-2,26700,,,STARFRUIT,SEASHELLS,4998.0,1
130,-2,27000,,,STARFRUIT,SEASHELLS,4993.0,4
131,-2,27200,,,STARFRUIT,SEASHELLS,4991.0,1
132,-2,27300,,,STARFRUIT,SEASHELLS,4998.0,11
136,-2,28000,,,STARFRUIT,SEASHELLS,4999.0,1
138,-2,28300,,,STARFRUIT,SEASHELLS,4997.0,1
143,-2,29400,,,STARFRUIT,SEASHELLS,4998.0,2
146,-2,29900,,,STARFRUIT,SEASHELLS,4995.0,1
147,-2,30300,,,STARFRUIT,SEASHELLS,4996.0,1
148,-2,30400,,,STARFRUIT,SEASHELLS,4991.0,1
151,-2,30900,,,STARFRUIT,SEASHELLS,4992.0,1
153,-2,31000,,,STARFRUIT,SEASHELLS,4992.0,1
154,-2,31200,,,STARFRUIT,SEASHELLS,4992.0,1
155,-2,31300,,,STARFRUIT,SEASHELLS,4997.0,1
157,-2,31400,,,STARFRUIT,SEASHELLS,4999.0,4
160,-2,32100,,,STARFRUIT,SEASHELLS,4991.0,1
163,-2,32700,,,STARFRUIT,SEASHELLS,4996.0,1
164,-2,32800,,,STARFRUIT,SEASHELLS,4990.0,2
165,-2,32800,,,STARFRUIT,SEASHELLS,4991.0,2
168,-2,33200,,,STARFRUIT,SEASHELLS,4990.0,1
169,-2,33300,,,STARFRUIT,SEASHELLS,4995.0,1
170,-2,33300,,,STARFRUIT,SEASHELLS,4991.0,8
172,-2,33900,,,STARFRUIT,SEASHELLS,4995.0,1
173,-2,34000,,,STARFRUIT,SEASHELLS,4995.0,1
176,-2,35000,,,STARFRUIT,SEASHELLS,4993.0,4
177,-2,35300,,,STARFRUIT,SEASHELLS,4993.0,1
179,-2,35800,,,STARFRUIT,SEASHELLS,4993.0,1
180,-2,36200,,,STARFRUIT,SEASHELLS,4994.0,3
181,-2,36300,,,STARFRUIT,SEASHELLS,4999.0,1
184,-2,36800,,,STARFRUIT,SEASHELLS,4993.0,1
185,-2,37200,,,STARFRUIT,SEASHELLS,4998.0,10
188,-2,38000,,,STARFRUIT,SEASHELLS,4991.0,11
191,-2,38500,,,STARFRUIT,SEASHELLS,4996.0,1
192,-2,38800,,,STARFRUIT,SEASHELLS,4993.0,5
193,-2,38900,,,STARFRUIT,SEASHELLS,4991.0,2
196,-2,39300,,,STARFRUIT,SEASHELLS,4993.0,1
198,-2,39400,,,STARFRUIT,SEASHELLS,4993.0,1
199,-2,39500,,,STARFRUIT,SEASHELLS,4998.0,1
200,-2,39800,,,STARFRUIT,SEASHELLS,4993.0,4
201,-2,40100,,,STARFRUIT,SEASHELLS,4992.0,1
202,-2,40200,,,STARFRUIT,SEASHELLS,4997.0,5
203,-2,40300,,,STARFRUIT,SEASHELLS,4994.0,2
204,-2,40600,,,STARFRUIT,SEASHELLS,4992.0,1
205,-2,40700,,,STARFRUIT,SEASHELLS,4996.0,3
206,-2,40900,,,STARFRUIT,SEASHELLS,4992.0,3
207,-2,41100,,,STARFRUIT,SEASHELLS,4991.0,1
208,-2,41100,,,STARFRUIT,SEASHELLS,4995.0,9
212,-2,41600,,,STARFRUIT,SEASHELLS,4990.0,1
214,-2,42900,,,STARFRUIT,SEASHELLS,4993.0,1
215,-2,43100,,,STARFRUIT,SEASHELLS,4994.0,2
216,-2,43100,,,STARFRUIT,SEASHELLS,4989.0,14
219,-2,43500,,,STARFRUIT,SEASHELLS,4990.0,1
221,-2,43900,,,STARFRUIT,SEASHELLS,4990.0,1
222,-2,43900,,,STARFRUIT,SEASHELLS,4997.0,2
225,-2,44700,,,STARFRUIT,SEASHELLS,4995.0,1
227,-2,45100,,,STARFRUIT,SEASHELLS,4988.0,1
233,-2,46300,,,STARFRUIT,SEASHELLS,4987.0,1
235,-2,46800,,,STARFRUIT,SEASHELLS,4987.0,1
236,-2,46800,,,STARFRUIT,SEASHELLS,4986.0,2
237,-2,47200,,,STARFRUIT,SEASHELLS,4992.0,1
238,-2,47300,,,STARFRUIT,SEASHELLS,4988.0,2
239,-2,47700,,,STARFRUIT,SEASHELLS,4988.0,1
240,-2,48300,,,STARFRUIT,SEASHELLS,4988.0,1
243,-2,48600,,,STARFRUIT,SEASHELLS,4989.0,1
244,-2,48600,,,STARFRUIT,SEASHELLS,4994.0,1
245,-2,48900,,,STARFRUIT,SEASHELLS,4988.0,1
246,-2,49300,,,STARFRUIT,SEASHELLS,4994.0,1
248,-2,49700,,,STARFRUIT,SEASHELLS,4988.0,2
250,-2,49900,,,STARFRUIT,SEASHELLS,4986.0,1
251,-2,50000,,,STARFRUIT,SEASHELLS,4986.0,5
252,-2,50200,,,STARFRUIT,SEASHELLS,4986.0,1
254,-2,50300,,,STARFRUIT,SEASHELLS,4986.0,1
256,-2,50400,,,STARFRUIT,SEASHELLS,4986.0,2
259,-2,51000,,,STARFRUIT,SEASHELLS,4986.0,1
260,-2,51300,,,STARFRUIT,SEASHELLS,4990.0,1
262,-2,51600,,,STARFRUIT,SEASHELLS,4990.0,1
265,-2,52200,,,STARFRUIT,SEASHELLS,4985.0,1
266,-2,52300,,,STARFRUIT,SEASHELLS,4985.0,1
272,-2,53600,,,STARFRUIT,SEASHELLS,4985.0,1
273,-2,53700,,,STARFRUIT,SEASHELLS,4992.0,2
276,-2,54300,,,STARFRUIT,SEASHELLS,4986.0,11
280,-2,54600,,,STARFRUIT,SEASHELLS,4986.0,1
281,-2,54700,,,STARFRUIT,SEASHELLS,4990.0,1
283,-2,55200,,,STARFRUIT,SEASHELLS,4989.0,1
284,-2,56100,,,STARFRUIT,SEASHELLS,4990.0,14
285,-2,56100,,,STARFRUIT,SEASHELLS,4990.0,1
287,-2,56300,,,STARFRUIT,SEASHELLS,4983.0,1
288,-2,56500,,,STARFRUIT,SEASHELLS,4982.0,1
292,-2,57000,,,STARFRUIT,SEASHELLS,4989.0,1
294,-2,57100,,,STARFRUIT,SEASHELLS,4985.0,3
295,-2,57200,,,STARFRUIT,SEASHELLS,4985.0,4
298,-2,57400,,,STARFRUIT,SEASHELLS,4990.0,1
300,-2,57700,,,STARFRUIT,SEASHELLS,4985.0,2
301,-2,57800,,,STARFRUIT,SEASHELLS,4984.0,1
302,-2,58300,,,STARFRUIT,SEASHELLS,4988.0,1
305,-2,58800,,,STARFRUIT,SEASHELLS,4982.0,5
306,-2,58800,,,STARFRUIT,SEASHELLS,4983.0,1
307,-2,59000,,,STARFRUIT,SEASHELLS,4991.0,10
310,-2,59800,,,STARFRUIT,SEASHELLS,4985.0,5
311,-2,59900,,,STARFRUIT,SEASHELLS,4983.0,1
312,-2,60000,,,STARFRUIT,SEASHELLS,4987.0,1
315,-2,60200,,,STARFRUIT,SEASHELLS,4983.0,1
316,-2,60200,,,STARFRUIT,SEASHELLS,4983.0,1
320,-2,60500,,,STARFRUIT,SEASHELLS,4985.0,3
322,-2,60600,,,STARFRUIT,SEASHELLS,4984.0,1
323,-2,61100,,,STARFRUIT,SEASHELLS,4990.0,2
325,-2,61100,,,STARFRUIT,SEASHELLS,4987.0,5
327,-2,61300,,,STARFRUIT,SEASHELLS,4987.0,1
329,-2,62300,,,STARFRUIT,SEASHELLS,4987.0,1
330,-2,62600,,,STARFRUIT,SEASHELLS,4984.0,1
331,-2,62900,,,STARFRUIT,SEASHELLS,4989.0,6
332,-2,62900,,,STARFRUIT,SEASHELLS,4989.0,1
333,-2,63000,,,STARFRUIT,SEASHELLS,4986.0,6
334,-2,63000,,,STARFRUIT,SEASHELLS,4984.0,1
335,-2,63000,,,STARFRUIT,SEASHELLS,4984.0,9
337,-2,63200,,,STARFRUIT,SEASHELLS,4984.0,1
338,-2,63300,,,STARFRUIT,SEASHELLS,4991.0,2
342,-2,63800,,,STARFRUIT,SEASHELLS,4983.0,1
344,-2,64200,,,STARFRUIT,SEASHELLS,4982.0,2
345,-2,64500,,,STARFRUIT,SEASHELLS,4989.0,2
348,-2,64600,,,STARFRUIT,SEASHELLS,4988.0,1
352,-2,65400,,,STARFRUIT,SEASHELLS,4983.0,1
355,-2,65600,,,STARFRUIT,SEASHELLS,4983.0,1
357,-2,65800,,,STARFRUIT,SEASHELLS,4983.0,1
360,-2,66200,,,STARFRUIT,SEASHELLS,4983.0,8
362,-2,67000,,,STARFRUIT,SEASHELLS,4984.0,1
363,-2,67200,,,STARFRUIT,SEASHELLS,4989.0,1
365,-2,67400,,,STARFRUIT,SEASHELLS,4983.0,2
366,-2,67700,,,STARFRUIT,SEASHELLS,4988.0,4
367,-2,67900,,,STARFRUIT,SEASHELLS,4984.0,2
369,-2,68000,,,STARFRUIT,SEASHELLS,4984.0,1
373,-2,68200,,,STARFRUIT,SEASHELLS,4989.0,1
375,-2,68600,,,STARFRUIT,SEASHELLS,4985.0,1
377,-2,68900,,,STARFRUIT,SEASHELLS,4990.0,1
378,-2,69000,,,STARFRUIT,SEASHELLS,4984.0,9
379,-2,69300,,,STARFRUIT,SEASHELLS,4992.0,2
381,-2,69400,,,STARFRUIT,SEASHELLS,4991.0,1
382,-2,69600,,,STARFRUIT,SEASHELLS,4986.0,1
383,-2,69600,,,STARFRUIT,SEASHELLS,4986.0,8
384,-2,70400,,,STARFRUIT,SEASHELLS,4985.0,0
385,-2,70400,,,STARFRUIT,SEASHELLS,4985.0,1
386,-2,70400,,,STARFRUIT,SEASHELLS,4985.0,7
387,-2,70400,,,STARFRUIT,SEASHELLS,4985.0,1
388,-2,71400,,,STARFRUIT,SEASHELLS,4984.0,1
390,-2,72100,,,STARFRUIT,SEASHELLS,4988.0,9
391,-2,72600,,,STARFRUIT,SEASHELLS,4990.0,1
392,-2,73900,,,STARFRUIT,SEASHELLS,4982.0,1
394,-2,74400,,,STARFRUIT,SEASHELLS,4987.0,1
397,-2,75000,,,STARFRUIT,SEASHELLS,4981.0,9
398,-2,75000,,,STARFRUIT,SEASHELLS,4981.0,10
400,-2,75200,,,STARFRUIT,SEASHELLS,4982.0,1
401,-2,75500,,,STARFRUIT,SEASHELLS,4983.0,1
403,-2,76400,,,STARFRUIT,SEASHELLS,4984.0,1
404,-2,76400,,,STARFRUIT,SEASHELLS,4987.0,3
405,-2,77400,,,STARFRUIT,SEASHELLS,4987.0,6
407,-2,77800,,,STARFRUIT,SEASHELLS,4985.0,4
408,-2,77800,,,STARFRUIT,SEASHELLS,4985.0,1
410,-2,78100,,,STARFRUIT,SEASHELLS,4989.0,1
412,-2,78300,,,STARFRUIT,SEASHELLS,4985.0,2
413,-2,78800,,,STARFRUIT,SEASHELLS,4984.0,1
415,-2,79000,,,STARFRUIT,SEASHELLS,4989.0,1
418,-2,79800,,,STARFRUIT,SEASHELLS,4983.0,4
419,-2,80100,,,STARFRUIT,SEASHELLS,4986.0,1
421,-2,80500,,,STARFRUIT,SEASHELLS,4981.0,1
424,-2,81300,,,STARFRUIT,SEASHELLS,4986.0,1
426,-2,81800,,,STARFRUIT,SEASHELLS,4981.0,1
428,-2,81900,,,STARFRUIT,SEASHELLS,4984.0,4
429,-2,82100,,,STARFRUIT,SEASHELLS,4981.0,1
431,-2,82400,,,STARFRUIT,SEASHELLS,4983.0,4
432,-2,82600,,,STARFRUIT,SEASHELLS,4981.0,1
435,-2,83200,,,STARFRUIT,SEASHELLS,4982.0,2
436,-2,83300,,,STARFRUIT,SEASHELLS,4982.0,15
437,-2,83400,,,STARFRUIT,SEASHELLS,4987.0,3
439,-2,84000,,,STARFRUIT,SEASHELLS,4987.0,4
440,-2,84200,,,STARFRUIT,SEASHELLS,4987.0,1
441,-2,84600,,,STARFRUIT,SEASHELLS,4989.0,2
443,-2,84700,,,STARFRUIT,SEASHELLS,4988.0,1
444,-2,84800,,,STARFRUIT,SEASHELLS,4989.0,1
448,-2,85700,,,STARFRUIT,SEASHELLS,4982.0,2
450,-2,85900,,,STARFRUIT,SEASHELLS,4983.0,1
451,-2,86000,,,STARFRUIT,SEASHELLS,4989.0,1
453,-2,86000,,,STARFRUIT,SEASHELLS,4983.0,1
454,-2,86300,,,STARFRUIT,SEASHELLS,4983.0,1
457,-2,87200,,,STARFRUIT,SEASHELLS,4983.0,1
459,-2,87900,,,STARFRUIT,SEASHELLS,4987.0,10
462,-2,88500,,,STARFRUIT,SEASHELLS,4985.0,10
464,-2,88600,,,STARFRUIT,SEASHELLS,4986.0,4
465,-2,88800,,,STARFRUIT,SEASHELLS,4987.0,4
466,-2,88800,,,STARFRUIT,SEASHELLS,4986.0,5
467,-2,88900,,,STARFRUIT,SEASHELLS,4989.0,1
468,-2,89100,,,STARFRUIT,SEASHELLS,4985.0,1
469,-2,89100,,,STARFRUIT,SEASHELLS,4985.0,2
470,-2,89400,,,STARFRUIT,SEASHELLS,4990.0,1
471,-2,89400,,,STARFRUIT,SEASHELLS,4989.0,3
472,-2,90000,,,STARFRUIT,SEASHELLS,4984.0,1
474,-2,90100,,,STARFRUIT,SEASHELLS,4990.0,1
475,-2,90200,,,STARFRUIT,SEASHELLS,4982.0,4
477,-2,90800,,,STARFRUIT,SEASHELLS,4987.0,3
479,-2,91000,,,STARFRUIT,SEASHELLS,4985.0,1
481,-2,91500,,,STARFRUIT,SEASHELLS,4990.0,1
483,-2,91900,,,STARFRUIT,SEASHELLS,4986.0,1
484,-2,92300,,,STARFRUIT,SEASHELLS,4987.0,1
486,-2,92400,,,STARFRUIT,SEASHELLS,4991.0,2
487,-2,92500,,,STARFRUIT,SEASHELLS,4986.0,1
490,-2,93100,,,STARFRUIT,SEASHELLS,4990.0,2
491,-2,93100,,,STARFRUIT,SEASHELLS,4990.0,2
493,-2,93300,,,STARFRUIT,SEASHELLS,4986.0,1
497,-2,94300,,,STARFRUIT,SEASHELLS,4985.0,1
501,-2,95100,,,STARFRUIT,SEASHELLS,4985.0,2
504,-2,95300,,,STARFRUIT,SEASHELLS,4987.0,1
505,-2,95600,,,STARFRUIT,SEASHELLS,4991.0,1
506,-2,95800,,,STARFRUIT,SEASHELLS,4986.0,1
508,-2,95900,,,STARFRUIT,SEASHELLS,4991.0,1
510,-2,96100,,,STARFRUIT,SEASHELLS,4986.0,1
512,-2,96200,,,STARFRUIT,SEASHELLS,4986.0,1
513,-2,96400,,,STARFRUIT,SEASHELLS,4986.0,9
515,-2,96500,,,STARFRUIT,SEASHELLS,4993.0,6
516,-2,96800,,,STARFRUIT,SEASHELLS,4991.0,1
518,-2,97000,,,STARFRUIT,SEASHELLS,4987.0,2
520,-2,97300,,,STARFRUIT,SEASHELLS,4993.0,1
525,-2,98100,,,STARFRUIT,SEASHELLS,4993.0,1
527,-2,98200,,,STARFRUIT,SEASHELLS,4989.0,1
529,-2,98300,,,STARFRUIT,SEASHELLS,4989.0,4
530,-2,98400,,,STARFRUIT,SEASHELLS,4988.0,1
531,-2,98500,,,STARFRUIT,SEASHELLS,4992.0,3
532,-2,98700,,,STARFRUIT,SEASHELLS,4994.0,6
533,-2,98800,,,STARFRUIT,SEASHELLS,4988.0,1
534,-2,98800,,,STARFRUIT,SEASHELLS,4994.0,5
537,-2,99300,,,STARFRUIT,SEASHELLS,4990.0,2
538,-2,99400,,,STARFRUIT,SEASHELLS,4995.0,8
539,-2,100000,,,STARFRUIT,SEASHELLS,4987.0,14
541,-2,100100,,,STARFRUIT,SEASHELLS,4987.0,1
543,-2,101400,,,STARFRUIT,SEASHELLS,4987.0,2
544,-2,102200,,,STARFRUIT,SEASHELLS,4991.0,2
548,-2,102500,,,STARFRUIT,SEASHELLS,4990.0,1
551,-2,103100,,,STARFRUIT,SEASHELLS,4984.0,2
553,-2,103300,,,STARFRUIT,SEASHELLS,4988.0,2
554,-2,103600,,,STARFRUIT,SEASHELLS,4990.0,1
556,-2,104100,,,STARFRUIT,SEASHELLS,4983.0,7
560,-2,104400,,,STARFRUIT,SEASHELLS,4989.0,3
562,-2,104400,,,STARFRUIT,SEASHELLS,4989.0,2
565,-2,104700,,,STARFRUIT,SEASHELLS,4985.0,1
566,-2,104800,,,STARFRUIT,SEASHELLS,4985.0,1
568,-2,105200,,,STARFRUIT,SEASHELLS,4986.0,1
570,-2,106100,,,STARFRUIT,SEASHELLS,4991.0,8
571,-2,106800,,,STARFRUIT,SEASHELLS,4990.0,2
573,-2,106900,,,STARFRUIT,SEASHELLS,4984.0,10
575,-2,107500,,,STARFRUIT,SEASHELLS,4990.0,2
578,-2,107700,,,STARFRUIT,SEASHELLS,4990.0,2
581,-2,108100,,,STARFRUIT,SEASHELLS,4983.0,4
583,-2,108400,,,STARFRUIT,SEASHELLS,4987.0,1
585,-2,108600,,,STARFRUIT,SEASHELLS,4984.0,2
587,-2,108800,,,STARFRUIT,SEASHELLS,4983.0,1
589,-2,108900,,,STARFRUIT,SEASHELLS,4989.0,1
591,-2,109400,,,STARFRUIT,SEASHELLS,4988.0,1
592,-2,109600,,,STARFRUIT,SEASHELLS,4990.0,12
594,-2,109900,,,STARFRUIT,SEASHELLS,4988.0,1
595,-2,110300,,,STARFRUIT,SEASHELLS,4983.0,8
596,-2,111300,,,STARFRUIT,SEASHELLS,4986.0,1
599,-2,111600,,,STARFRUIT,SEASHELLS,4984.0,1
602,-2,112300,,,STARFRUIT,SEASHELLS,4981.0,1
603,-2,112400,,,STARFRUIT,SEASHELLS,4986.0,1
605,-2,112500,,,STARFRUIT,SEASHELLS,4981.0,1
606,-2,113100,,,STARFRUIT,SEASHELLS,4985.0,1
607,-2,113200,,,STARFRUIT,SEASHELLS,4980.0,1
608,-2,113400,,,STARFRUIT,SEASHELLS,4984.0,2
610,-2,113700,,,STARFRUIT,SEASHELLS,4984.0,1
612,-2,113800,,,STARFRUIT,SEASHELLS,4979.0,1
613,-2,113900,,,STARFRUIT,SEASHELLS,4979.0,1
614,-2,114300,,,STARFRUIT,SEASHELLS,4979.0,1
617,-2,115000,,,STARFRUIT,SEASHELLS,4980.0,1
618,-2,115200,,,STARFRUIT,SEASHELLS,4980.0,1
619,-2,115300,,,STARFRUIT,SEASHELLS,4986.0,1
620,-2,115600,,,STARFRUIT,SEASHELLS,4981.0,3
623,-2,115800,,,STARFRUIT,SEASHELLS,4984.0,1
624,-2,116600,,,STARFRUIT,SEASHELLS,4981.0,3
625,-2,116700,,,STARFRUIT,SEASHELLS,4983.0,1
626,-2,116900,,,STARFRUIT,SEASHELLS,4981.0,5
627,-2,117700,,,STARFRUIT,SEASHELLS,4984.0,1
629,-2,118000,,,STARFRUIT,SEASHELLS,4977.0,1
630,-2,118300,,,STARFRUIT,SEASHELLS,4980.0,2
631,-2,118600,,,STARFRUIT,SEASHELLS,4975.0,1
632,-2,119000,,,STARFRUIT,SEASHELLS,4980.0,1
634,-2,119300,,,STARFRUIT,SEASHELLS,4981.0,1
635,-2,119500,,,STARFRUIT,SEASHELLS,4974.0,1
636,-2,119700,,,STARFRUIT,SEASHELLS,4974.0,1
638,-2,120200,,,STARFRUIT,SEASHELLS,4973.0,1
640,-2,120700,,,STARFRUIT,SEASHELLS,4973.0,1
641,-2,120800,,,STARFRUIT,SEASHELLS,4978.0,1
644,-2,121300,,,STARFRUIT,SEASHELLS,4981.0,9
646,-2,122000,,,STARFRUIT,SEASHELLS,4975.0,9
649,-2,122700,,,STARFRUIT,SEASHELLS,4973.0,1
651,-2,123000,,,STARFRUIT,SEASHELLS,4973.0,1
652,-2,123100,,,STARFRUIT,SEASHELLS,4973.0,1
653,-2,123200,,,STARFRUIT,SEASHELLS,4978.0,1
654,-2,123300,,,STARFRUIT,SEASHELLS,4978.0,9
655,-2,124000,,,STARFRUIT,SEASHELLS,4977.0,1
660,-2,124900,,,STARFRUIT,SEASHELLS,4976.0,2
661,-2,125100,,,STARFRUIT,SEASHELLS,4970.0,1
663,-2,125200,,,STARFRUIT,SEASHELLS,4974.0,1
666,-2,125300,,,STARFRUIT,SEASHELLS,4976.0,2
667,-2,125400,,,STARFRUIT,SEASHELLS,4969.0,2
674,-2,127300,,,STARFRUIT,SEASHELLS,4970.0,6
675,-2,127300,,,STARFRUIT,SEASHELLS,4970.0,1
677,-2,127600,,,STARFRUIT,SEASHELLS,4969.0,1
680,-2,128900,,,STARFRUIT,SEASHELLS,4974.0,3
682,-2,129200,,,STARFRUIT,SEASHELLS,4969.0,2
683,-2,129600,,,STARFRUIT,SEASHELLS,4975.0,1
684,-2,129700,,,STARFRUIT,SEASHELLS,4970.0,1
686,-2,129800,,,STARFRUIT,SEASHELLS,4970.0,1
689,-2,130200,,,STARFRUIT,SEASHELLS,4970.0,1
691,-2,130300,,,STARFRUIT,SEASHELLS,4970.0,1
692,-2,130400,,,STARFRUIT,SEASHELLS,4969.0,1
693,-2,130500,,,STARFRUIT,SEASHELLS,4976.0,12
698,-2,132000,,,STARFRUIT,SEASHELLS,4975.0,1
702,-2,132300,,,STARFRUIT,SEASHELLS,4971.0,1
705,-2,132700,,,STARFRUIT,SEASHELLS,4968.0,3
706,-2,133400,,,STARFRUIT,SEASHELLS,4975.0,1
708,-2,133700,,,STARFRUIT,SEASHELLS,4974.0,1
710,-2,134100,,,STARFRUIT,SEASHELLS,4973.0,1
711,-2,134100,,,STARFRUIT,SEASHELLS,4973.0,9
712,-2,134200,,,STARFRUIT,SEASHELLS,4969.0,2
713,-2,134700,,,STARFRUIT,SEASHELLS,4974.0,1
717,-2,135200,,,STARFRUIT,SEASHELLS,4967.0,15
718,-2,135600,,,STARFRUIT,SEASHELLS,4967.0,1
719,-2,136500,,,STARFRUIT,SEASHELLS,4968.0,1
720,-2,136500,,,STARFRUIT,SEASHELLS,4975.0,2
723,-2,136900,,,STARFRUIT,SEASHELLS,4968.0,1
724,-2,137000,,,STARFRUIT,SEASHELLS,4974.0,9
729,-2,140400,,,STARFRUIT,SEASHELLS,4971.0,1
731,-2,140800,,,STARFRUIT,SEASHELLS,4966.0,1
732,-2,140900,,,STARFRUIT,SEASHELLS,4965.0,1
734,-2,141200,,,STARFRUIT,SEASHELLS,4964.0,11
735,-2,141400,,,STARFRUIT,SEASHELLS,4969.0,1
736,-2,141600,,,STARFRUIT,SEASHELLS,4969.0,1
737,-2,141700,,,STARFRUIT,SEASHELLS,4968.0,10
739,-2,142000,,,STARFRUIT,SEASHELLS,4964.0,11
740,-2,142400,,,STARFRUIT,SEASHELLS,4970.0,1
742,-2,142800,,,STARFRUIT,SEASHELLS,4970.0,13
743,-2,142800,,,STARFRUIT,SEASHELLS,4968.0,1
744,-2,142800,,,STARFRUIT,SEASHELLS,4967.0,4
745,-2,143100,,,STARFRUIT,SEASHELLS,4963.0,2
747,-2,143200,,,STARFRUIT,SEASHELLS,4963.0,1
750,-2,143800,,,STARFRUIT,SEASHELLS,4964.0,1
753,-2,144200,,,STARFRUIT,SEASHELLS,4969.0,2
756,-2,144800,,,STARFRUIT,SEASHELLS,4968.0,1
759,-2,145800,,,STARFRUIT,SEASHELLS,4967.0,1
