,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
46,-2,4600,STARFRUIT,4997,31,,,,,5004,31,,,,,5000.5,0.0
47,-2,4700,STARFRUIT,4997,30,,,,,5003,1,5004.0,29.0,,,5000.0,0.0
48,-2,4800,STARFRUIT,4997,26,,,,,5004,26,,,,,5000.5,0.0
49,-2,4900,STARFRUIT,4997,2,4996.0,22.0,,,5003,24,,,,,5000.0,0.0
50,-2,5000,STARFRUIT,4997,21,,,,,4998,3,5004.0,21.0,,,4997.5,0.0
51,-2,5100,STARFRUIT,4998,2,4997.0,29.0,,,5004,31,,,,,5001.0,0.0
52,-2,5200,STARFRUIT,4997,27,,,,,5003,2,5004.0,25.0,,,5000.0,0.0
53,-2,5300,STARFRUIT,4997,23,,,,,5004,23,,,,,5000.5,0.0
54,-2,5400,STARFRUIT,4998,1,4997.0,29.0,,,5004,30,,,,,5001.0,0.0
55,-2,5500,STARFRUIT,5002,4,4998.0,3.0,4997.0,28.0,5004,30,,,,,5003.0,0.0
56,-2,5600,STARFRUIT,5001,6,4998.0,32.0,,,5004,2,5005.0,30.0,,,5002.5,0.0
57,-2,5700,STARFRUIT,4999,29,,,,,5004,4,5006.0,29.0,,,5001.5,0.0
58,-2,5800,STARFRUIT,4999,28,,,,,5006,28,,,,,5002.5,0.0
59,-2,5900,STARFRUIT,4999,29,,,,,5005,1,5006.0,28.0,,,5002.0,0.0
60,-2,6000,STARFRUIT,4999,2,4998.0,21.0,,,5005,23,,,,,5002.0,0.0
61,-2,6100,STARFRUIT,4999,27,,,,,5005,1,5006.0,26.0,,,5002.0,0.0
62,-2,6200,STARFRUIT,5000,8,4999.0,25.0,,,5005,2,5006.0,23.0,,,5002.5,0.0
63,-2,6300,STARFRUIT,4998,26,,,,,5005,26,,,,,5001.5,0.0
64,-2,6400,STARFRUIT,4998,26,,,,,4999,1,5005.0,26.0,,,4998.5,0.0
65,-2,6500,STARFRUIT,4999,22,,,,,5005,1,5006.0,21.0,,,5002.0,0.0
66,-2,6600,STARFRUIT,4998,25,,,,,4999,1,5005.0,25.0,,,4998.5,0.0
67,-2,6700,STARFRUIT,4998,28,,,,,4999,4,5004.0,1.0,5005.0,27.0,4998.5,0.0
68,-2,6800,STARFRUIT,4998,8,4997.0,24.0,,,5003,1,5004.0,23.0,,,5000.5,0.0
69,-2,6900,STARFRUIT,4997,28,,,,,5004,28,,,,,5000.5,0.0
70,-2,7000,STARFRUIT,4997,24,,,,,5002,5,5004.0,24.0,,,4999.5,0.0
71,-2,7100,STARFRUIT,4998,26,,,,,4999,5,5005.0,26.0,,,4998.5,0.0
72,-2,7200,STARFRUIT,4998,27,,,,,5005,27,,,,,5001.5,0.0
73,-2,7300,STARFRUIT,4997,27,,,,,5004,28,,,,,5000.5,0.0
74,-2,7400,STARFRUIT,5003,1,4998.0,28.0,,,5005,28,,,,,5004.0,0.0
75,-2,7500,STARFRUIT,4998,26,,,,,5004,1,5005.0,25.0,,,5001.0,0.0
76,-2,7600,STARFRUIT,4997,30,,,,,5004,30,,,,,5000.5,0.0
77,-2,7700,STARFRUIT,4997,26,,,,,5004,26,,,,,5000.5,0.0
78,-2,7800,STARFRUIT,5002,1,4998.0,1.0,4997.0,21.0,5004,22,,,,,5003.0,0.0
79,-2,7900,STARFRUIT,4998,30,,,,,5004,1,5005.0,29.0,,,5001.0,0.0
80,-2,8000,STARFRUIT,4998,24,,,,,5005,24,,,,,5001.5,0.0
81,-2,8100,STARFRUIT,4998,21,,,,,5004,1,5005.0,20.0,,,5001.0,0.0
82,-2,8200,STARFRUIT,5003,1,4997.0,30.0,,,5004,30,,,,,5003.5,0.0
83,-2,8300,STARFRUIT,4999,2,4998.0,29.0,,,5005,29,,,,,5002.0,0.0
84,-2,8400,STARFRUIT,4998,25,,,,,5005,25,,,,,5001.5,0.0
85,-2,8500,STARFRUIT,4998,1,4997.0,23.0,,,5002,2,5004.0,24.0,,,5000.0,0.0
86,-2,8600,STARFRUIT,4998,1,4997.0,27.0,,,5004,28,,,,,5001.0,0.0
87,-2,8700,STARFRUIT,5002,9,4998.0,6.0,4997.0,24.0,5004,24,,,,,5003.0,0.0
88,-2,8800,STARFRUIT,5003,1,4997.0,20.0,,,5004,20,,,,,5003.5,0.0
89,-2,8900,STARFRUIT,4999,1,4998.0,27.0,,,5004,1,5005.0,26.0,,,5001.5,0.0
90,-2,9000,STARFRUIT,4997,31,,,,,5002,7,5004.0,31.0,,,4999.5,0.0
91,-2,9100,STARFRUIT,4998,24,,,,,5005,24,,,,,5001.5,0.0
92,-2,9200,STARFRUIT,4997,28,,,,,5004,28,,,,,5000.5,0.0
93,-2,9300,STARFRUIT,5001,5,4998.0,28.0,,,5004,2,5005.0,26.0,,,5002.5,0.0
94,-2,9400,STARFRUIT,4997,27,,,,,5002,7,5004.0,27.0,,,4999.5,0.0
95,-2,9500,STARFRUIT,4998,4,4997.0,25.0,,,5004,25,,,,,5001.0,0.0
96,-2,9600,STARFRUIT,5000,3,4998.0,4.0,4997.0,31.0,5004,31,,,,,5002.0,0.0
97,-2,9700,STARFRUIT,4997,30,,,,,5004,30,,,,,5000.5,0.0
98,-2,9800,STARFRUIT,4998,7,4997.0,25.0,,,5003,2,5004.0,23.0,,,5000.5,0.0
99,-2,9900,STARFRUIT,4997,2,4996.0,25.0,,,5001,1,5003.0,27.0,,,4999.0,0.0
100,-2,10000,STARFRUIT,4996,31,,,,,5003,31,,,,,4999.5,0.0
101,-2,10100,STARFRUIT,4998,6,4995.0,25.0,,,5002,25,,,,,5000.0,0.0
102,-2,10200,STARFRUIT,4996,1,4995.0,29.0,,,5002,30,,,,,4999.0,0.0
103,-2,10300,STARFRUIT,5001,1,4996.0,23.0,,,5003,23,,,,,5002.0,0.0
104,-2,10400,STARFRUIT,4996,23,,,,,5003,23,,,,,4999.5,0.0
105,-2,10500,STARFRUIT,4996,20,,,,,5003,20,,,,,4999.5,0.0
106,-2,10600,STARFRUIT,4997,30,,,,,5002,4,5004.0,30.0,,,4999.5,0.0
107,-2,10700,STARFRUIT,4997,29,,,,,5004,29,,,,,5000.5,0.0
108,-2,10800,STARFRUIT,4997,24,,,,,5004,24,,,,,5000.5,0.0
109,-2,10900,STARFRUIT,4998,22,,,,,5005,22,,,,,5001.5,0.0
110,-2,11000,STARFRUIT,4997,27,,,,,5004,27,,,,,5000.5,0.0
111,-2,11100,STARFRUIT,4998,29,,,,,5005,29,,,,,5001.5,0.0
112,-2,11200,STARFRUIT,4998,1,4997.0,20.0,,,5004,21,,,,,5001.0,0.0
113,-2,11300,STARFRUIT,4998,22,,,,,5004,2,5005.0,21.0,,,5001.0,0.0
114,-2,11400,STARFRUIT,4997,29,,,,,5004,30,,,,,5000.5,0.0
115,-2,11500,STARFRUIT,4997,24,,,,,5004,24,,,,,5000.5,0.0
116,-2,11600,STARFRUIT,4997,30,,,,,5004,30,,,,,5000.5,0.0
117,-2,11700,STARFRUIT,4997,23,,,,,5003,1,5004.0,22.0,,,5000.0,0.0
118,-2,11800,STARFRUIT,4998,2,4997.0,29.0,,,5004,31,,,,,5001.0,0.0
119,-2,11900,STARFRUIT,4998,23,,,,,5004,1,5005.0,22.0,,,5001.0,0.0
120,-2,12000,STARFRUIT,4998,30,,,,,4999,2,5004.0,2.0,5005.0,28.0,4998.5,0.0
121,-2,12100,STARFRUIT,4998,7,4997.0,21.0,,,5004,21,,,,,5001.0,0.0
122,-2,12200,STARFRUIT,4997,23,,,,,5004,23,,,,,5000.5,0.0
123,-2,12300,STARFRUIT,4997,28,,,,,5004,28,,,,,5000.5,0.0
124,-2,12400,STARFRUIT,4998,25,,,,,5005,25,,,,,5001.5,0.0
125,-2,12500,STARFRUIT,4999,1,4998.0,29.0,,,5005,29,,,,,5002.0,0.0
126,-2,12600,STARFRUIT,4998,27,,,,,5004,1,5005.0,26.0,,,5001.0,0.0
127,-2,12700,STARFRUIT,4998,1,4997.0,22.0,,,5004,23,,,,,5001.0,0.0
128,-2,12800,STARFRUIT,4997,20,,,,,5004,20,,,,,5000.5,0.0
129,-2,12900,STARFRUIT,5002,1,4997.0,20.0,,,5004,20,,,,,5003.0,0.0
130,-2,13000,STARFRUIT,5001,2,4997.0,1.0,4996.0,30.0,5003,31,,,,,5002.0,0.0
131,-2,13100,STARFRUIT,4999,6,4997.0,1.0,4996.0,21.0,5003,22,,,,,5001.0,0.0
132,-2,13200,STARFRUIT,4997,23,,,,,5003,1,5004.0,22.0,,,5000.0,0.0
133,-2,13300,STARFRUIT,4997,29,,,,,5004,29,,,,,5000.5,0.0
134,-2,13400,STARFRUIT,4997,28,,,,,5004,28,,,,,5000.5,0.0
135,-2,13500,STARFRUIT,4997,27,,,,,4998,1,5002.0,4.0,5004.0,27.0,4997.5,0.0
136,-2,13600,STARFRUIT,5000,3,4997.0,24.0,,,5004,24,,,,,5002.0,0.0
137,-2,13700,STARFRUIT,4998,21,,,,,5004,1,5005.0,20.0,,,5001.0,0.0
138,-2,13800,STARFRUIT,4998,22,,,,,5005,22,,,,,5001.5,0.0
139,-2,13900,STARFRUIT,4998,21,,,,,5005,21,,,,,5001.5,0.0
140,-2,14000,STARFRUIT,4997,25,,,,,5004,25,,,,,5000.5,0.0
141,-2,14100,STARFRUIT,4997,27,,,,,5004,27,,,,,5000.5,0.0
142,-2,14200,STARFRUIT,4998,2,4997.0,23.0,,,5004,25,,,,,5001.0,0.0
143,-2,14300,STARFRUIT,4997,25,,,,,4998,1,5004.0,25.0,,,4997.5,0.0
144,-2,14400,STARFRUIT,4997,20,,,,,5004,20,,,,,5000.5,0.0
145,-2,14500,STARFRUIT,4997,31,,,,,5003,1,5004.0,30.0,,,5000.0,0.0
146,-2,14600,STARFRUIT,4997,21,,,,,5004,21,,,,,5000.5,0.0
147,-2,14700,STARFRUIT,4997,20,,,,,5002,4,5004.0,20.0,,,4999.5,0.0
148,-2,14800,STARFRUIT,4998,3,4997.0,30.0,,,5004,30,,,,,5001.0,0.0
149,-2,14900,STARFRUIT,4998,1,4997.0,29.0,,,5004,29,,,,,5001.0,0.0
150,-2,15000,STARFRUIT,4998,23,,,,,5004,2,5005.0,21.0,,,5001.0,0.0
151,-2,15100,STARFRUIT,4997,29,,,,,5004,29,,,,,5000.5,0.0
152,-2,15200,STARFRUIT,4997,28,,,,,5004,28,,,,,5000.5,0.0
153,-2,15300,STARFRUIT,4997,26,,,,,5004,26,,,,,5000.5,0.0
154,-2,15400,STARFRUIT,4997,22,,,,,5004,22,,,,,5000.5,0.0
155,-2,15500,STARFRUIT,4997,25,,,,,5002,1,5003.0,1.0,5004.0,24.0,4999.5,0.0
156,-2,15600,STARFRUIT,4996,25,,,,,5003,25,,,,,4999.5,0.0
157,-2,15700,STARFRUIT,4997,31,,,,,5003,2,5004.0,29.0,,,5000.0,0.0
158,-2,15800,STARFRUIT,4997,21,,,,,5004,21,,,,,5000.5,0.0
159,-2,15900,STARFRUIT,4997,26,,,,,5004,26,,,,,5000.5,0.0
160,-2,16000,STARFRUIT,4997,22,,,,,5002,8,5004.0,22.0,,,4999.5,0.0
161,-2,16100,STARFRUIT,5002,1,4997.0,27.0,,,5003,2,5004.0,25.0,,,5002.5,0.0
162,-2,16200,STARFRUIT,4999,4,4997.0,5.0,4996.0,30.0,5003,30,,,,,5001.0,0.0
163,-2,16300,STARFRUIT,4996,30,,,,,5003,30,,,,,4999.5,0.0
164,-2,16400,STARFRUIT,4996,2,4995.0,27.0,,,4998,6,5002.0,29.0,,,4997.0,0.0
165,-2,16500,STARFRUIT,4996,27,,,,,5002,1,5003.0,26.0,,,4999.0,0.0
166,-2,16600,STARFRUIT,4996,23,,,,,5003,23,,,,,4999.5,0.0
167,-2,16700,STARFRUIT,4995,24,,,,,5002,24,,,,,4998.5,0.0
168,-2,16800,STARFRUIT,4996,21,,,,,5003,21,,,,,4999.5,0.0
169,-2,16900,STARFRUIT,4996,26,,,,,5003,26,,,,,4999.5,0.0
170,-2,17000,STARFRUIT,4996,29,,,,,5003,29,,,,,4999.5,0.0
171,-2,17100,STARFRUIT,4996,25,,,,,5003,25,,,,,4999.5,0.0
172,-2,17200,STARFRUIT,4996,29,,,,,4997,9,5003.0,30.0,,,4996.5,0.0
173,-2,17300,STARFRUIT,4996,25,,,,,5003,25,,,,,4999.5,0.0
174,-2,17400,STARFRUIT,4996,26,,,,,5003,26,,,,,4999.5,0.0
175,-2,17500,STARFRUIT,4997,3,4996.0,22.0,,,5003,22,,,,,5000.0,0.0
176,-2,17600,STARFRUIT,4997,2,4996.0,29.0,,,5003,31,,,,,5000.0,0.0
177,-2,17700,STARFRUIT,4996,2,4995.0,26.0,,,5002,28,,,,,4999.0,0.0
178,-2,17800,STARFRUIT,4996,30,,,,,5002,1,5003.0,29.0,,,4999.0,0.0
179,-2,17900,STARFRUIT,4995,22,,,,,5002,22,,,,,4998.5,0.0
180,-2,18000,STARFRUIT,4998,3,4996.0,1.0,4995.0,29.0,5002,30,,,,,5000.0,0.0
181,-2,18100,STARFRUIT,4996,26,,,,,5003,27,,,,,4999.5,0.0
182,-2,18200,STARFRUIT,4996,9,4995.0,28.0,,,5002,29,,,,,4999.0,0.0
183,-2,18300,STARFRUIT,4995,27,,,,,5000,8,5002.0,27.0,,,4997.5,0.0
184,-2,18400,STARFRUIT,4995,21,,,,,5002,21,,,,,4998.5,0.0
185,-2,18500,STARFRUIT,4995,26,,,,,5000,7,5002.0,26.0,,,4997.5,0.0
186,-2,18600,STARFRUIT,4996,30,,,,,5002,1,5003.0,30.0,,,4999.0,0.0
187,-2,18700,STARFRUIT,4999,3,4997.0,8.0,4996.0,32.0,5003,32,,,,,5001.0,0.0
188,-2,18800,STARFRUIT,4996,26,,,,,5002,2,5003.0,24.0,,,4999.0,0.0
189,-2,18900,STARFRUIT,4996,25,,,,,5001,5,5003.0,25.0,,,4998.5,0.0
190,-2,19000,STARFRUIT,4995,24,,,,,5002,24,,,,,4998.5,0.0
191,-2,19100,STARFRUIT,4996,1,4995.0,23.0,,,5000,8,5002.0,24.0,,,4998.0,0.0
192,-2,19200,STARFRUIT,4996,23,,,,,5003,24,,,,,4999.5,0.0
193,-2,19300,STARFRUIT,4996,31,,,,,5002,2,5003.0,29.0,,,4999.0,0.0
194,-2,19400,STARFRUIT,4995,22,,,,,5002,23,,,,,4998.5,0.0
195,-2,19500,STARFRUIT,4996,2,4995.0,29.0,,,5002,31,,,,,4999.0,0.0
196,-2,19600,STARFRUIT,4997,1,4996.0,21.0,,,5003,22,,,,,5000.0,0.0
197,-2,19700,STARFRUIT,4997,1,4996.0,25.0,,,5003,26,,,,,5000.0,0.0
198,-2,19800,STARFRUIT,4996,23,,,,,5003,23,,,,,4999.5,0.0
199,-2,19900,STARFRUIT,4997,2,4996.0,24.0,,,5003,26,,,,,5000.0,0.0
200,-2,20000,STARFRUIT,4996,28,,,,,5003,28,,,,,4999.5,0.0
201,-2,20100,STARFRUIT,4996,30,,,,,5001,7,5003.0,30.0,,,4998.5,0.0
202,-2,20200,STARFRUIT,4997,1,4996.0,28.0,,,5002,1,5003.0,27.0,,,4999.5,0.0
203,-2,20300,STARFRUIT,5002,1,4997.0,1.0,4996.0,25.0,5003,25,,,,,5002.5,0.0
204,-2,20400,STARFRUIT,4996,25,,,,,5003,25,,,,,4999.5,0.0
205,-2,20500,STARFRUIT,4996,25,,,,,5001,7,5003.0,25.0,,,4998.5,0.0
206,-2,20600,STARFRUIT,4996,21,,,,,5003,21,,,,,4999.5,0.0
207,-2,20700,STARFRUIT,4996,23,,,,,5002,1,5003.0,22.0,,,4999.0,0.0
208,-2,20800,STARFRUIT,4996,5,4995.0,23.0,,,5002,23,,,,,4999.0,0.0
209,-2,20900,STARFRUIT,4995,30,,,,,5002,30,,,,,4998.5,0.0
210,-2,21000,STARFRUIT,4996,1,4995.0,28.0,,,5002,29,,,,,4999.0,0.0
211,-2,21100,STARFRUIT,4996,1,4995.0,22.0,,,5002,23,,,,,4999.0,0.0
212,-2,21200,STARFRUIT,4996,1,4995.0,27.0,,,5002,28,,,,,4999.0,0.0
213,-2,21300,STARFRUIT,4996,2,4995.0,27.0,,,5002,29,,,,,4999.0,0.0
214,-2,21400,STARFRUIT,4996,23,,,,,5001,6,5002.0,2.0,5003.0,21.0,4998.5,0.0
215,-2,21500,STARFRUIT,4996,26,,,,,5002,1,5003.0,25.0,,,4999.0,0.0
216,-2,21600,STARFRUIT,4996,23,,,,,5001,8,5003.0,23.0,,,4998.5,0.0
217,-2,21700,STARFRUIT,4995,22,,,,,5002,22,,,,,4998.5,0.0
218,-2,21800,STARFRUIT,4996,27,,,,,5001,5,5003.0,27.0,,,4998.5,0.0
219,-2,21900,STARFRUIT,4996,21,,,,,5003,21,,,,,4999.5,0.0
220,-2,22000,STARFRUIT,4996,24,,,,,5003,24,,,,,4999.5,0.0
221,-2,22100,STARFRUIT,4998,2,4997.0,26.0,,,5004,26,,,,,5001.0,0.0
222,-2,22200,STARFRUIT,4997,27,,,,,5004,27,,,,,5000.5,0.0
223,-2,22300,STARFRUIT,4997,26,,,,,5004,27,,,,,5000.5,0.0
224,-2,22400,STARFRUIT,5002,1,4996.0,29.0,,,5003,29,,,,,5002.5,0.0
225,-2,22500,STARFRUIT,4997,5,4996.0,29.0,,,5003,30,,,,,5000.0,0.0
226,-2,22600,STARFRUIT,4997,22,,,,,4998,2,5002.0,7.0,5004.0,22.0,4997.5,0.0
227,-2,22700,STARFRUIT,4997,8,4996.0,27.0,,,5003,27,,,,,5000.0,0.0
228,-2,22800,STARFRUIT,4996,22,,,,,5002,2,5003.0,20.0,,,4999.0,0.0
229,-2,22900,STARFRUIT,4996,22,,,,,4998,2,5003.0,22.0,,,4997.0,0.0
230,-2,23000,STARFRUIT,4996,26,,,,,5003,26,,,,,4999.5,0.0
231,-2,23100,STARFRUIT,4996,22,,,,,5001,2,5002.0,1.0,5003.0,21.0,4998.5,0.0
232,-2,23200,STARFRUIT,4997,29,,,,,5004,29,,,,,5000.5,0.0
233,-2,23300,STARFRUIT,5001,4,4999.0,5.0,4998.0,22.0,5004,2,5005.0,20.0,,,5002.5,0.0
234,-2,23400,STARFRUIT,4998,21,,,,,5005,21,,,,,5001.5,0.0
235,-2,23500,STARFRUIT,4998,22,,,,,5005,22,,,,,5001.5,0.0
236,-2,23600,STARFRUIT,4999,4,4998.0,23.0,,,5005,23,,,,,5002.0,0.0
237,-2,23700,STARFRUIT,4997,27,,,,,5002,1,5004.0,27.0,,,4999.5,0.0
238,-2,23800,STARFRUIT,4998,2,4997.0,27.0,,,5004,29,,,,,5001.0,0.0
239,-2,23900,STARFRUIT,4997,23,,,,,5004,23,,,,,5000.5,0.0
240,-2,24000,STARFRUIT,5001,2,4997.0,2.0,4996.0,24.0,5003,26,,,,,5002.0,0.0
241,-2,24100,STARFRUIT,4996,31,,,,,5003,31,,,,,4999.5,0.0
242,-2,24200,STARFRUIT,4996,32,,,,,5001,5,5003.0,32.0,,,4998.5,0.0
243,-2,24300,STARFRUIT,4996,29,,,,,5003,29,,,,,4999.5,0.0
244,-2,24400,STARFRUIT,4997,4,4996.0,29.0,,,5003,29,,,,,5000.0,0.0
245,-2,24500,STARFRUIT,5002,1,4997.0,2.0,4996.0,20.0,5003,22,,,,,5002.5,0.0
246,-2,24600,STARFRUIT,4996,30,,,,,5003,30,,,,,4999.5,0.0
247,-2,24700,STARFRUIT,4996,27,,,,,5001,8,5003.0,27.0,,,4998.5,0.0
248,-2,24800,STARFRUIT,4995,23,,,,,5002,23,,,,,4998.5,0.0
249,-2,24900,STARFRUIT,4995,28,,,,,5002,28,,,,,4998.5,0.0
250,-2,25000,STARFRUIT,4995,24,,,,,5002,24,,,,,4998.5,0.0
251,-2,25100,STARFRUIT,5001,1,4995.0,24.0,,,5002,24,,,,,5001.5,0.0
252,-2,25200,STARFRUIT,4996,1,4995.0,25.0,,,5002,26,,,,,4999.0,0.0
253,-2,25300,STARFRUIT,4995,23,,,,,5000,2,5002.0,23.0,,,4997.5,0.0
254,-2,25400,STARFRUIT,4995,22,,,,,5002,22,,,,,4998.5,0.0
255,-2,25500,STARFRUIT,4995,2,4994.0,29.0,,,5001,31,,,,,4998.0,0.0
256,-2,25600,STARFRUIT,4994,31,,,,,4999,5,5001.0,31.0,,,4996.5,0.0
257,-2,25700,STARFRUIT,4995,30,,,,,5001,2,5002.0,28.0,,,4998.0,0.0
258,-2,25800,STARFRUIT,4998,3,4995.0,24.0,,,5002,24,,,,,5000.0,0.0
259,-2,25900,STARFRUIT,4995,25,,,,,5000,1,5001.0,1.0,5002.0,24.0,4997.5,0.0
260,-2,26000,STARFRUIT,4995,2,4994.0,24.0,,,5001,26,,,,,4998.0,0.0
261,-2,26100,STARFRUIT,4995,2,4994.0,21.0,,,5001,23,,,,,4998.0,0.0
262,-2,26200,STARFRUIT,4999,1,4994.0,30.0,,,5001,30,,,,,5000.0,0.0
263,-2,26300,STARFRUIT,4994,27,,,,,4999,1,5001.0,28.0,,,4996.5,0.0
264,-2,26400,STARFRUIT,4993,24,,,,,4994,1,5000.0,24.0,,,4993.5,0.0
265,-2,26500,STARFRUIT,4993,26,,,,,5000,26,,,,,4996.5,0.0
266,-2,26600,STARFRUIT,4993,23,,,,,5000,23,,,,,4996.5,0.0
267,-2,26700,STARFRUIT,4996,2,4993.0,23.0,,,4998,3,4999.0,1.0,5000.0,22.0,4997.0,0.0
268,-2,26800,STARFRUIT,4998,1,4992.0,22.0,,,4999,22,,,,,4998.5,0.0
269,-2,26900,STARFRUIT,4991,26,,,,,4998,26,,,,,4994.5,0.0
270,-2,27000,STARFRUIT,4991,21,,,,,4993,4,4998.0,21.0,,,4992.0,0.0
271,-2,27100,STARFRUIT,4991,30,,,,,4998,30,,,,,4994.5,0.0
272,-2,27200,STARFRUIT,4991,27,,,,,4996,4,4998.0,28.0,,,4993.5,0.0
273,-2,27300,STARFRUIT,4991,30,,,,,4998,30,,,,,4994.5,0.0
274,-2,27400,STARFRUIT,4991,23,,,,,4994,6,4998.0,23.0,,,4992.5,0.0
275,-2,27500,STARFRUIT,4992,28,,,,,4998,2,4999.0,26.0,,,4995.0,0.0
276,-2,27600,STARFRUIT,4992,30,,,,,4997,1,4998.0,1.0,4999.0,29.0,4994.5,0.0
277,-2,27700,STARFRUIT,4995,3,4992.0,27.0,,,4999,27,,,,,4997.0,0.0
278,-2,27800,STARFRUIT,4992,24,,,,,4998,1,4999.0,23.0,,,4995.0,0.0
279,-2,27900,STARFRUIT,4992,23,,,,,4999,23,,,,,4995.5,0.0
280,-2,28000,STARFRUIT,4992,29,,,,,4999,29,,,,,4995.5,0.0
281,-2,28100,STARFRUIT,4992,24,,,,,4995,5,4999.0,24.0,,,4993.5,0.0
282,-2,28200,STARFRUIT,4993,1,4992.0,25.0,,,4999,25,,,,,4996.0,0.0
