,day,timestamp,buyer,seller,symbol,currency,price,quantity
425,-2,81700,,,AMETHYSTS,SEASHELLS,10002.0,1
427,-2,81800,,,AMETHYSTS,SEASHELLS,9998.0,1
430,-2,82300,,,AMETHYSTS,SEASHELLS,10004.0,1
433,-2,83200,,,AMETHYSTS,SEASHELLS,9996.0,1
434,-2,83200,,,AMETHYSTS,SEASHELLS,9996.0,1
438,-2,83700,,,AMETHYSTS,SEASHELLS,10004.0,1
442,-2,84600,,,AMETHYSTS,SEASHELLS,10004.0,2
445,-2,85000,,,AMETHYSTS,SEASHELLS,9998.0,5
446,-2,85700,,,AMETHYSTS,SEASHELLS,9995.0,2
447,-2,85700,,,AMETHYSTS,SEASHELLS,10005.0,4
449,-2,85900,,,AMETHYSTS,SEASHELLS,9998.0,2
452,-2,86000,,,AMETHYSTS,SEASHELLS,10002.0,1
455,-2,86300,,,AMETHYSTS,SEASHELLS,9998.0,1
456,-2,86500,,,AMETHYSTS,SEASHELLS,10002.0,1
458,-2,87900,,,AMETHYSTS,SEASHELLS,10002.0,4
460,-2,88300,,,AMETHYSTS,SEASHELLS,10004.0,2
461,-2,88500,,,AMETHYSTS,SEASHELLS,10002.0,5
463,-2,88600,,,AMETHYSTS,SEASHELLS,9998.0,1
473,-2,90100,,,AMETHYSTS,SEASHELLS,10004.0,1
476,-2,90700,,,AMETHYSTS,SEASHELLS,10002.0,6
478,-2,91000,,,AMETHYSTS,SEASHELLS,9998.0,1
480,-2,91400,,,AMETHYSTS,SEASHELLS,10002.0,1
482,-2,91900,,,AMETHYSTS,SEASHELLS,10002.0,1
485,-2,92300,,,AMETHYSTS,SEASHELLS,9996.0,1
488,-2,93000,,,AMETHYSTS,SEASHELLS,10002.0,1
489,-2,93100,,,AMETHYSTS,SEASHELLS,9998.0,1
492,-2,93300,,,AMETHYSTS,SEASHELLS,9998.0,1
494,-2,93500,,,AMETHYSTS,SEASHELLS,9998.0,1
495,-2,93700,,,AMETHYSTS,SEASHELLS,10002.0,1
496,-2,93900,,,AMETHYSTS,SEASHELLS,9998.0,1
498,-2,94700,,,AMETHYSTS,SEASHELLS,9996.0,9
499,-2,94700,,,AMETHYSTS,SEASHELLS,9996.0,2
500,-2,94800,,,AMETHYSTS,SEASHELLS,10002.0,4
502,-2,95100,,,AMETHYSTS,SEASHELLS,9996.0,2
503,-2,95300,,,AMETHYSTS,SEASHELLS,10002.0,1
507,-2,95900,,,AMETHYSTS,SEASHELLS,10002.0,3
509,-2,95900,,,AMETHYSTS,SEASHELLS,10002.0,5
511,-2,96100,,,AMETHYSTS,SEASHELLS,9995.0,1
514,-2,96400,,,AMETHYSTS,SEASHELLS,10002.0,3
517,-2,96900,,,AMETHYSTS,SEASHELLS,10005.0,3
519,-2,97200,,,AMETHYSTS,SEASHELLS,10005.0,12
521,-2,97300,,,AMETHYSTS,SEASHELLS,10004.0,1
522,-2,97400,,,AMETHYSTS,SEASHELLS,9998.0,1
523,-2,97600,,,AMETHYSTS,SEASHELLS,9998.0,1
524,-2,97900,,,AMETHYSTS,SEASHELLS,10002.0,4
526,-2,98100,,,AMETHYSTS,SEASHELLS,10002.0,1
528,-2,98300,,,AMETHYSTS,SEASHELLS,9998.0,1
535,-2,98800,,,AMETHYSTS,SEASHELLS,9996.0,1
536,-2,99000,,,AMETHYSTS,SEASHELLS,9998.0,1
540,-2,100100,,,AMETHYSTS,SEASHELLS,9998.0,1
542,-2,100500,,,AMETHYSTS,SEASHELLS,9998.0,1
545,-2,102200,,,AMETHYSTS,SEASHELLS,10004.0,2
546,-2,102300,,,AMETHYSTS,SEASHELLS,10002.0,1
547,-2,102300,,,AMETHYSTS,SEASHELLS,10002.0,3
549,-2,102500,,,AMETHYSTS,SEASHELLS,10002.0,1
550,-2,102900,,,AMETHYSTS,SEASHELLS,9998.0,1
552,-2,103100,,,AMETHYSTS,SEASHELLS,9995.0,2
555,-2,104000,,,AMETHYSTS,SEASHELLS,9998.0,1
557,-2,104200,,,AMETHYSTS,SEASHELLS,9998.0,1
558,-2,104200,,,AMETHYSTS,SEASHELLS,9998.0,2
559,-2,104300,,,AMETHYSTS,SEASHELLS,9998.0,2
561,-2,104400,,,AMETHYSTS,SEASHELLS,9998.0,1
563,-2,104400,,,AMETHYSTS,SEASHELLS,9995.0,2
564,-2,104700,,,AMETHYSTS,SEASHELLS,10002.0,1
567,-2,105100,,,AMETHYSTS,SEASHELLS,10002.0,1
569,-2,105900,,,AMETHYSTS,SEASHELLS,10002.0,5
572,-2,106800,,,AMETHYSTS,SEASHELLS,10005.0,2
574,-2,107200,,,AMETHYSTS,SEASHELLS,9995.0,4
576,-2,107500,,,AMETHYSTS,SEASHELLS,10002.0,2
577,-2,107700,,,AMETHYSTS,SEASHELLS,10004.0,2
579,-2,108000,,,AMETHYSTS,SEASHELLS,9998.0,6
580,-2,108000,,,AMETHYSTS,SEASHELLS,9998.0,5
582,-2,108300,,,AMETHYSTS,SEASHELLS,9998.0,1
584,-2,108600,,,AMETHYSTS,SEASHELLS,10002.0,1
586,-2,108700,,,AMETHYSTS,SEASHELLS,9995.0,10
588,-2,108900,,,AMETHYSTS,SEASHELLS,10004.0,1
590,-2,109100,,,AMETHYSTS,SEASHELLS,10002.0,2
593,-2,109900,,,AMETHYSTS,SEASHELLS,10005.0,1
597,-2,111300,,,AMETHYSTS,SEASHELLS,9995.0,1
598,-2,111600,,,AMETHYSTS,SEASHELLS,9996.0,2
600,-2,112000,,,AMETHYSTS,SEASHELLS,10002.0,1
601,-2,112200,,,AMETHYSTS,SEASHELLS,10002.0,1
604,-2,112500,,,AMETHYSTS,SEASHELLS,10002.0,1
609,-2,113400,,,AMETHYSTS,SEASHELLS,10004.0,1
611,-2,113800,,,AMETHYSTS,SEASHELLS,9996.0,1
615,-2,114700,,,AMETHYSTS,SEASHELLS,10005.0,12
616,-2,114700,,,AMETHYSTS,SEASHELLS,9995.0,4
621,-2,115600,,,AMETHYSTS,SEASHELLS,9998.0,1
622,-2,115800,,,AMETHYSTS,SEASHELLS,9998.0,1
628,-2,118000,,,AMETHYSTS,SEASHELLS,9995.0,1
633,-2,119300,,,AMETHYSTS,SEASHELLS,10002.0,1
637,-2,120200,,,AMETHYSTS,SEASHELLS,10002.0,1
639,-2,120500,,,AMETHYSTS,SEASHELLS,9998.0,3
642,-2,120800,,,AMETHYSTS,SEASHELLS,10000.0,2
643,-2,120900,,,AMETHYSTS,SEASHELLS,9998.0,1
645,-2,121800,,,AMETHYSTS,SEASHELLS,9998.0,2
647,-2,122300,,,AMETHYSTS,SEASHELLS,10004.0,2
648,-2,122300,,,AMETHYSTS,SEASHELLS,10004.0,3
650,-2,123000,,,AMETHYSTS,SEASHELLS,9998.0,1
656,-2,124400,,,AMETHYSTS,SEASHELLS,10002.0,1
657,-2,124500,,,AMETHYSTS,SEASHELLS,9995.0,5
658,-2,124700,,,AMETHYSTS,SEASHELLS,9998.0,1
659,-2,124900,,,AMETHYSTS,SEASHELLS,10002.0,2
662,-2,125100,,,AMETHYSTS,SEASHELLS,9998.0,1
664,-2,125200,,,AMETHYSTS,SEASHELLS,10004.0,1
665,-2,125300,,,AMETHYSTS,SEASHELLS,10005.0,2
668,-2,125400,,,AMETHYSTS,SEASHELLS,9996.0,2
669,-2,126400,,,AMETHYSTS,SEASHELLS,9996.0,3
670,-2,126400,,,AMETHYSTS,SEASHELLS,9996.0,1
671,-2,126500,,,AMETHYSTS,SEASHELLS,9998.0,4
672,-2,127000,,,AMETHYSTS,SEASHELLS,9995.0,12
673,-2,127200,,,AMETHYSTS,SEASHELLS,10002.0,2
676,-2,127400,,,AMETHYSTS,SEASHELLS,10002.0,1
678,-2,127800,,,AMETHYSTS,SEASHELLS,10004.0,2
679,-2,127900,,,AMETHYSTS,SEASHELLS,10002.0,1
681,-2,129200,,,AMETHYSTS,SEASHELLS,9995.0,2
685,-2,129700,,,AMETHYSTS,SEASHELLS,9995.0,1
687,-2,130100,,,AMETHYSTS,SEASHELLS,10002.0,4
688,-2,130100,,,AMETHYSTS,SEASHELLS,10002.0,1
690,-2,130300,,,AMETHYSTS,SEASHELLS,9998.0,3
694,-2,130500,,,AMETHYSTS,SEASHELLS,9998.0,3
695,-2,131200,,,AMETHYSTS,SEASHELLS,9998.0,1
696,-2,131400,,,AMETHYSTS,SEASHELLS,9998.0,3
697,-2,131600,,,AMETHYSTS,SEASHELLS,9998.0,1
699,-2,132000,,,AMETHYSTS,SEASHELLS,10004.0,1
700,-2,132100,,,AMETHYSTS,SEASHELLS,9998.0,5
701,-2,132300,,,AMETHYSTS,SEASHELLS,10000.0,1
703,-2,132700,,,AMETHYSTS,SEASHELLS,10004.0,9
704,-2,132700,,,AMETHYSTS,SEASHELLS,10004.0,1
707,-2,133400,,,AMETHYSTS,SEASHELLS,10004.0,1
709,-2,133700,,,AMETHYSTS,SEASHELLS,10004.0,1
714,-2,134700,,,AMETHYSTS,SEASHELLS,10004.0,1
715,-2,134800,,,AMETHYSTS,SEASHELLS,10004.0,2
716,-2,134900,,,AMETHYSTS,SEASHELLS,10002.0,1
721,-2,136500,,,AMETHYSTS,SEASHELLS,10005.0,2
722,-2,136800,,,AMETHYSTS,SEASHELLS,9998.0,2
725,-2,137700,,,AMETHYSTS,SEASHELLS,10004.0,1
726,-2,139100,,,AMETHYSTS,SEASHELLS,9998.0,5
727,-2,139400,,,AMETHYSTS,SEASHELLS,9996.0,2
728,-2,139400,,,AMETHYSTS,SEASHELLS,9996.0,1
730,-2,140700,,,AMETHYSTS,SEASHELLS,9998.0,2
733,-2,141100,,,AMETHYSTS,SEASHELLS,9998.0,1
738,-2,142000,,,AMETHYSTS,SEASHELLS,9996.0,1
741,-2,142400,,,AMETHYSTS,SEASHELLS,10004.0,1
746,-2,143100,,,AMETHYSTS,SEASHELLS,9995.0,2
748,-2,143200,,,AMETHYSTS,SEASHELLS,9995.0,1
749,-2,143200,,,AMETHYSTS,SEASHELLS,9998.0,1
751,-2,143800,,,AMETHYSTS,SEASHELLS,9998.0,1
752,-2,144100,,,AMETHYSTS,SEASHELLS,10002.0,1
754,-2,144200,,,AMETHYSTS,SEASHELLS,10004.0,1
755,-2,144600,,,AMETHYSTS,SEASHELLS,9998.0,3
757,-2,144900,,,AMETHYSTS,SEASHELLS,10002.0,1
758,-2,145800,,,AMETHYSTS,SEASHELLS,9998.0,3
762,-2,145900,,,AMETHYSTS,SEASHELLS,10004.0,1
765,-2,146300,,,AMETHYSTS,SEASHELLS,10005.0,2
767,-2,146700,,,AMETHYSTS,SEASHELLS,10005.0,5
770,-2,146900,,,AMETHYSTS,SEASHELLS,10004.0,8
771,-2,146900,,,AMETHYSTS,SEASHELLS,10004.0,2
776,-2,147400,,,AMETHYSTS,SEASHELLS,9995.0,1
777,-2,147800,,,AMETHYSTS,SEASHELLS,9998.0,1
779,-2,148000,,,AMETHYSTS,SEASHELLS,10000.0,1
780,-2,148000,,,AMETHYSTS,SEASHELLS,9998.0,1
783,-2,148200,,,AMETHYSTS,SEASHELLS,9995.0,2
793,-2,150100,,,AMETHYSTS,SEASHELLS,10004.0,1
796,-2,150300,,,AMETHYSTS,SEASHELLS,9996.0,1
798,-2,151400,,,AMETHYSTS,SEASHELLS,10002.0,1
800,-2,152000,,,AMETHYSTS,SEASHELLS,10002.0,6
801,-2,152100,,,AMETHYSTS,SEASHELLS,10004.0,2
805,-2,153200,,,AMETHYSTS,SEASHELLS,9995.0,5
808,-2,153500,,,AMETHYSTS,SEASHELLS,10002.0,1
810,-2,153700,,,AMETHYSTS,SEASHELLS,9998.0,1
813,-2,154100,,,AMETHYSTS,SEASHELLS,9998.0,2
814,-2,154400,,,AMETHYSTS,SEASHELLS,10002.0,2
815,-2,154600,,,AMETHYSTS,SEASHELLS,10002.0,1
819,-2,155200,,,AMETHYSTS,SEASHELLS,10002.0,1
821,-2,155600,,,AMETHYSTS,SEASHELLS,9998.0,1
822,-2,155700,,,AMETHYSTS,SEASHELLS,10002.0,1
825,-2,156500,,,AMETHYSTS,SEASHELLS,10002.0,1
826,-2,156700,,,AMETHYSTS,SEASHELLS,10004.0,2
830,-2,157400,,,AMETHYSTS,SEASHELLS,10002.0,1
833,-2,157700,,,AMETHYSTS,SEASHELLS,10004.0,1
835,-2,157900,,,AMETHYSTS,SEASHELLS,10005.0,2
836,-2,158000,,,AMETHYSTS,SEASHELLS,10002.0,1
838,-2,158200,,,AMETHYSTS,SEASHELLS,9998.0,8
839,-2,158300,,,AMETHYSTS,SEASHELLS,10002.0,1
842,-2,159200,,,AMETHYSTS,SEASHELLS,9998.0,2
844,-2,159400,,,AMETHYSTS,SEASHELLS,10002.0,1
847,-2,159900,,,AMETHYSTS,SEASHELLS,9996.0,2
857,-2,162000,,,AMETHYSTS,SEASHELLS,10005.0,2
859,-2,162300,,,AMETHYSTS,SEASHELLS,10002.0,2
862,-2,162700,,,AMETHYSTS,SEASHELLS,9996.0,1
864,-2,162800,,,AMETHYSTS,SEASHELLS,9995.0,2
870,-2,163900,,,AMETHYSTS,SEASHELLS,10002.0,4
871,-2,163900,,,AMETHYSTS,SEASHELLS,10002.0,1
872,-2,164000,,,AMETHYSTS,SEASHELLS,10000.0,3
873,-2,164600,,,AMETHYSTS,SEASHELLS,9998.0,1
874,-2,164800,,,AMETHYSTS,SEASHELLS,9998.0,1
876,-2,165000,,,AMETHYSTS,SEASHELLS,10002.0,2
877,-2,165300,,,AMETHYSTS,SEASHELLS,9996.0,3
878,-2,165300,,,AMETHYSTS,SEASHELLS,9996.0,1
881,-2,166100,,,AMETHYSTS,SEASHELLS,10002.0,1
882,-2,166300,,,AMETHYSTS,SEASHELLS,10002.0,1
883,-2,166400,,,AMETHYSTS,SEASHELLS,10002.0,1
885,-2,166700,,,AMETHYSTS,SEASHELLS,10002.0,1
888,-2,167300,,,AMETHYSTS,SEASHELLS,10005.0,2
889,-2,168100,,,AMETHYSTS,SEASHELLS,10002.0,1
890,-2,168200,,,AMETHYSTS,SEASHELLS,9995.0,1
892,-2,168900,,,AMETHYSTS,SEASHELLS,9998.0,5
894,-2,169300,,,AMETHYSTS,SEASHELLS,10002.0,1
900,-2,170000,,,AMETHYSTS,SEASHELLS,10002.0,2
902,-2,170200,,,AMETHYSTS,SEASHELLS,10004.0,1
904,-2,171400,,,AMETHYSTS,SEASHELLS,9998.0,1
905,-2,171700,,,AMETHYSTS,SEASHELLS,10004.0,1
908,-2,172100,,,AMETHYSTS,SEASHELLS,10002.0,1
909,-2,172200,,,AMETHYSTS,SEASHELLS,10002.0,1
910,-2,172300,,,AMETHYSTS,SEASHELLS,10002.0,1
911,-2,172600,,,AMETHYSTS,SEASHELLS,10002.0,1
912,-2,172700,,,AMETHYSTS,SEASHELLS,10004.0,2
913,-2,173100,,,AMETHYSTS,SEASHELLS,10005.0,4
915,-2,173700,,,AMETHYSTS,SEASHELLS,9998.0,1
916,-2,174100,,,AMETHYSTS,SEASHELLS,9998.0,1
920,-2,174900,,,AMETHYSTS,SEASHELLS,10002.0,1
924,-2,175200,,,AMETHYSTS,SEASHELLS,9996.0,2
925,-2,175200,,,AMETHYSTS,SEASHELLS,9998.0,1
926,-2,175500,,,AMETHYSTS,SEASHELLS,10004.0,1
